SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
569,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,24-08-2025 12:00,0.5
570,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,24-08-2025 13:00,2.5
571,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,24-08-2025 14:00,0.5
572,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,24-08-2025 16:00,2.5
573,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,25-08-2025 05:00,0.5
574,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,25-08-2025 06:00,1.5
575,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,28-08-2025 17:00,4
576,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,01-09-2025 09:00,0.5
577,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,01-09-2025 16:00,0.5
578,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,01-09-2025 18:00,0.5
579,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,02-09-2025 12:00,4
580,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,02-09-2025 17:00,1
581,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-09-2025 13:00,16
582,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-09-2025 14:00,0.5
583,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-09-2025 15:00,1.5
584,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-09-2025 16:00,0.5
585,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-09-2025 17:00,0.5
586,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,04-09-2025 06:00,4.5
587,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,05-09-2025 14:00,0.5
588,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,05-09-2025 15:00,12.5
589,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,05-09-2025 17:00,0.5
590,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,02-10-2025 15:00,0.5
591,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,06-10-2025 17:00,0.5
592,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,07-10-2025 02:00,2.5
593,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,07-10-2025 04:00,0.5
594,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,07-10-2025 16:00,1
595,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,30-06-2023 20:30,0.3
596,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,30-06-2023 21:30,0.1
597,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,18-07-2023 19:30,1.5
598,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,26-07-2023 11:30,0.5
599,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,26-07-2023 14:30,0.5
600,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,23-08-2023 05:00,2
601,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,23-08-2023 08:00,0.5
602,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,23-08-2023 09:00,0.5
603,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,23-08-2023 10:00,0.5
604,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,23-08-2023 11:00,0.5
605,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,23-08-2023 18:00,0.5
606,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-09-2023 03:00,1
607,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-09-2023 22:00,0.5
608,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,10-09-2023 00:00,1
609,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,10-09-2023 06:00,2
610,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,15-09-2023 08:00,11
611,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,15-09-2023 09:00,1.5
612,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,16-09-2023 12:00,12
613,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,23-09-2023 13:00,1.5
614,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,10-11-2023 05:00,0.5
615,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,10-11-2023 13:00,0.5
616,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-01-2024 17:00,0.5
617,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-01-2024 21:00,1
618,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,01-02-2024 03:00,3.5
619,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,01-02-2024 05:00,2.5
620,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,02-03-2024 09:00,0.5
621,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-06-2024 10:00,0.5
622,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,28-06-2024 05:00,1.5
623,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,28-06-2024 07:00,3
624,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,29-06-2024 15:00,0.5
625,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,05-07-2024 10:00,0.5
626,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-07-2024 12:00,4
627,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,13-07-2024 06:00,0.5
628,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-07-2024 18:00,8
629,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2024 19:00,5
630,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2024 20:00,4.5
631,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2024 21:00,1
632,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2024 22:00,1.5
633,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-12-2024 09:00,1
634,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-12-2024 12:00,3
635,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-12-2024 13:00,0.5
636,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-12-2024 16:00,0.5
637,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-12-2024 17:00,2
638,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-12-2024 18:00,2
639,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-12-2024 20:00,1
640,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-12-2024 18:00,0.5
641,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,12-01-2025 20:00,0.5
642,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,15-01-2025 23:00,0.5
643,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,16-01-2025 05:00,0.5
644,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,02-05-2025 08:00,5
645,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,17-05-2025 15:00,5
646,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,25-05-2025 02:00,44.5
647,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,25-05-2025 16:00,0.5
648,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,17-06-2025 19:00,14.5
649,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,17-06-2025 20:00,0.5
650,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,29-06-2025 20:00,15.5
651,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,30-06-2025 11:00,0.5
652,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,04-07-2025 15:00,0.5
653,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,05-07-2025 09:00,0.5
654,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,07-07-2025 06:00,0.5
655,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-07-2025 18:00,2
656,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-07-2025 19:00,6
657,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-07-2025 21:00,0.5
658,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-07-2025 22:00,0.5
659,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-07-2025 23:00,1
660,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,10-07-2025 00:00,0.5
661,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,10-07-2025 08:00,1
662,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,10-07-2025 09:00,0.5
663,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,10-07-2025 10:00,0.5
664,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,11-07-2025 12:00,0.5
665,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,11-07-2025 15:00,0.5
666,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,13-07-2025 21:00,0.5
667,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,14-07-2025 18:00,3
668,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,14-07-2025 19:00,3
669,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,14-07-2025 20:00,0.5
670,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,14-07-2025 23:00,0.5
671,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,21-07-2025 17:00,4
672,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,21-07-2025 18:00,0.5
673,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,22-07-2025 09:00,0.5
674,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,22-07-2025 13:00,0.5
675,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,28-07-2025 17:00,0.5
676,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,29-07-2025 09:00,9.5
677,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,29-07-2025 11:00,8
678,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,29-07-2025 12:00,0.5
679,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,30-07-2025 23:00,4
680,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2025 00:00,7.5
681,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2025 01:00,1.5
682,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2025 02:00,1.5
683,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2025 03:00,0.5
684,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2025 05:00,0.5
685,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2025 06:00,1.5
686,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2025 09:00,0.5
687,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,31-07-2025 10:00,1
688,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,03-08-2025 02:00,10
689,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-08-2025 08:00,0.5
690,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,09-08-2025 09:00,0.5
691,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,24-08-2025 15:00,2
692,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,24-08-2025 16:00,0.5
693,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,25-08-2025 06:00,0.5
694,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,25-08-2025 12:00,1
695,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,27-08-2025 13:00,0.5
696,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,01-09-2025 21:00,0.5
697,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,02-09-2025 16:00,0.5
698,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,02-09-2025 17:00,0.5
699,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,02-09-2025 18:00,0.5
700,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,03-09-2025 01:00,0.5
701,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,03-09-2025 14:00,0.5
702,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,04-09-2025 04:00,0.5
703,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,04-09-2025 23:00,0.5
704,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,05-09-2025 23:00,0.5
705,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,06-09-2025 11:00,1
706,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,02-10-2025 18:00,0.5
707,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,06-10-2025 01:00,1.5
708,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,06-10-2025 03:00,1
709,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,06-10-2025 12:00,0.5
710,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,06-10-2025 14:00,1
711,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,06-10-2025 15:00,0.5
712,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,07-10-2025 04:00,2.5
713,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,07-10-2025 06:00,0.5
714,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,07-10-2025 17:00,3.5
715,L.M. Bund Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.27020600,28.64160800,07-10-2025 18:00,6.5
716,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,25-06-2023 15:30,0.2
717,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,25-06-2023 16:30,0.1
718,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,25-06-2023 17:30,0.1
719,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,14-07-2023 17:30,12.5
720,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,14-07-2023 18:30,1
721,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,16-07-2023 00:30,1
722,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,18-07-2023 19:30,1
723,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,23-08-2023 09:00,0.5
724,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,23-08-2023 10:00,0.5
725,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,23-08-2023 11:00,0.5
726,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-09-2023 03:00,6
727,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,09-09-2023 23:00,2
728,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,10-09-2023 00:00,1.5
729,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,10-09-2023 03:00,0.5
730,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,10-09-2023 04:00,0.5
731,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,31-01-2024 13:00,0.5
732,Rohini Office Complex,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.31404000,28.72883100,01-02-2024 03:00,2
