SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
399,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,10-07-2025 07:00,3
400,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,10-07-2025 09:00,1
401,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,13-07-2025 11:00,0.5
402,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,13-07-2025 20:00,1
403,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,14-07-2025 18:00,0.5
404,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,22-07-2025 10:00,1.5
405,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,22-07-2025 11:00,0.5
406,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,22-07-2025 12:00,25.5
407,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,22-07-2025 13:00,6
408,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,29-07-2025 08:00,0.5
409,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,30-07-2025 18:00,21.5
410,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,31-07-2025 01:00,0.5
411,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,31-07-2025 03:00,0.5
412,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,31-07-2025 07:00,5.5
413,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,31-07-2025 08:00,0.5
414,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,31-07-2025 09:00,0.5
415,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,02-08-2025 18:00,3
416,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,03-08-2025 02:00,1
417,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,03-08-2025 03:00,1.5
418,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,08-08-2025 20:00,8
419,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,09-08-2025 09:00,2
420,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,09-08-2025 10:00,3
421,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,09-08-2025 11:00,1.5
422,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,09-08-2025 12:00,0.5
423,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,24-08-2025 14:00,1.5
424,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,24-08-2025 15:00,1.5
425,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,24-08-2025 16:00,1.5
426,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,24-08-2025 18:00,2
427,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,24-08-2025 19:00,1
428,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,25-08-2025 07:00,1.5
429,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,25-08-2025 11:00,1
430,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,25-08-2025 12:00,0.5
431,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,25-08-2025 16:00,0.5
432,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,01-09-2025 16:00,0.5
433,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,02-09-2025 11:00,0.5
434,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,02-09-2025 16:00,0.5
435,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,03-09-2025 12:00,7
436,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,04-09-2025 07:00,0.5
437,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,04-09-2025 08:00,2
438,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,04-09-2025 18:00,10.5
439,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,06-10-2025 17:00,0.5
440,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,07-10-2025 02:00,1.5
441,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,07-10-2025 03:00,1
442,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,07-10-2025 05:00,0.5
443,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,07-10-2025 16:00,1
444,Dhansa_1,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,76.86989400,28.53540500,07-10-2025 17:00,0.5
445,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,25-06-2023 14:30,0.1
446,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,25-06-2023 15:30,0.1
447,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,25-06-2023 16:30,0.1
448,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,25-06-2023 17:30,0.3
449,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,16-07-2023 21:30,2
450,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,16-07-2023 22:30,2
451,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,18-07-2023 13:30,0.5
452,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,26-07-2023 10:30,1.5
453,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-07-2023 20:30,0.5
454,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,19-08-2023 05:00,2.5
455,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-09-2023 04:00,0.5
456,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-09-2023 22:00,0.5
457,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-09-2023 23:00,4
458,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,10-09-2023 00:00,1.5
459,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,10-09-2023 04:00,1
460,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,10-09-2023 07:00,1
461,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,13-09-2023 16:00,0.5
462,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,16-09-2023 12:00,0.5
463,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,16-09-2023 13:00,1
464,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,16-09-2023 16:00,5.5
465,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,16-09-2023 17:00,2
466,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,16-09-2023 18:00,1
467,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,16-09-2023 19:00,1
468,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,17-09-2023 09:00,0.5
469,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,23-09-2023 12:00,2
470,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,10-11-2023 02:00,0.5
471,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,10-11-2023 12:00,0.5
472,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,31-01-2024 13:00,1
473,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,01-02-2024 02:00,3.5
474,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-03-2024 02:00,1.5
475,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,13-04-2024 17:00,0.5
476,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,13-04-2024 18:00,1.5
477,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,26-04-2024 18:00,0.5
478,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,24-06-2024 19:00,1.5
479,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,26-06-2024 11:00,2.5
480,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-06-2024 08:00,2
481,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,28-06-2024 03:00,4
482,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,28-06-2024 04:00,0.5
483,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,28-06-2024 06:00,18.5
484,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,28-06-2024 07:00,4
485,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,28-06-2024 08:00,2
486,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,29-06-2024 08:00,2
487,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,04-07-2024 05:00,2
488,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,04-07-2024 08:00,0.5
489,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-07-2024 10:00,5
490,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-07-2024 11:00,1.5
491,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-07-2024 12:00,3
492,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,13-07-2024 13:00,1
493,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,13-07-2024 14:00,1
494,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,17-07-2024 14:00,10
495,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,17-07-2024 15:00,0.5
496,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,24-07-2024 07:00,0.5
497,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,31-07-2024 20:00,0.5
498,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,31-07-2024 21:00,1
499,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,31-07-2024 22:00,1
500,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,01-08-2024 01:00,0.5
501,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,01-08-2024 05:00,0.5
502,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 04:00,1
503,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 05:00,1
504,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 08:00,3.5
505,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 09:00,1
506,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 11:00,6
507,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 13:00,0.5
508,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 14:00,1.5
509,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 16:00,3.5
510,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 17:00,1.5
511,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 18:00,1
512,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,27-12-2024 19:00,0.5
513,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,11-01-2025 17:00,2
514,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,11-01-2025 18:00,1.5
515,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,11-01-2025 19:00,0.5
516,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,15-01-2025 19:00,0.5
517,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,16-01-2025 03:00,0.5
518,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,28-02-2025 11:00,0.5
519,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,18-04-2025 21:00,4.5
520,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,10-05-2025 14:00,2
521,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,10-05-2025 15:00,1
522,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,11-05-2025 22:00,0.5
523,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,13-05-2025 17:00,0.5
524,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,21-05-2025 20:00,1.5
525,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,26-05-2025 09:00,0.5
526,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,17-06-2025 15:00,21
527,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,18-06-2025 20:00,0.5
528,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,21-06-2025 18:00,1.5
529,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,23-06-2025 19:00,2
530,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,24-06-2025 09:00,1.5
531,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,29-06-2025 10:00,12
532,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,30-06-2025 15:00,2.5
533,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-07-2025 20:00,0.5
534,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,07-07-2025 00:00,5
535,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,07-07-2025 01:00,1
536,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,07-07-2025 08:00,1
537,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-07-2025 19:00,7.5
538,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-07-2025 20:00,1
539,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-07-2025 21:00,2
540,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-07-2025 22:00,1.5
541,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-07-2025 23:00,1
542,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,10-07-2025 05:00,5
543,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,10-07-2025 07:00,0.5
544,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,14-07-2025 19:00,7
545,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,21-07-2025 16:00,11
546,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,22-07-2025 12:00,0.5
547,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,22-07-2025 13:00,0.5
548,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,29-07-2025 08:00,3.5
549,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,29-07-2025 10:00,1
550,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,29-07-2025 12:00,0.5
551,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,30-07-2025 09:00,2
552,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,30-07-2025 22:00,1
553,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,30-07-2025 23:00,14.5
554,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,31-07-2025 03:00,1
555,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,31-07-2025 04:00,0.5
556,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,31-07-2025 07:00,0.5
557,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,31-07-2025 10:00,1
558,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,31-07-2025 13:00,6.5
559,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-08-2025 01:00,13.5
560,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-08-2025 02:00,1.5
561,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-08-2025 03:00,1
562,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,03-08-2025 04:00,1.5
563,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,08-08-2025 23:00,0.5
564,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-08-2025 07:00,3
565,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-08-2025 08:00,5.5
566,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-08-2025 09:00,5.5
567,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-08-2025 10:00,2.5
568,Kanjhawala Store,Delhi SW GW,7,Delhi,79,NEW DELHI,-,-,-,-,-,-,-,-,-,77.00135500,28.73826000,09-08-2025 11:00,1
