"Title: Water Logging Locations - 2023 (continued) (Source: Delhi Flood Control Order, 2025 - Page 76)"

234.,Rohtak Road,Near Mundka Metro Station,27.07. 2023,
235.,Rohtak Road,Rajdhani Park,"27.05.2023
21.06.2023
26.06.2023
04.07.2023
08.07.2023
09.07.2023",
236.,Rohtak Road,"Swarn Park Mundaka Near
Maruti Suzuki Showroom/ Near
Swarn Park Bus Stand","31.05.2023
09.07.2023
10.07.2023",
237.,Rohtak Road,Tikri Border Metro Station,"04.07.2023
05.07.2023
06.07.2023
08.07.2023
09.07.2023
10.07.2023
16.09.2023",
238.,Rohtak Road,Tyagi Park Mundka,09.07.2023,
239.,Rohtak Road,"Tyagi Vihar, Ghevra",09.07.2023,
240.,"Rohtak Road (Both
carriageway)","Near Metro Pillar No.455
Nangloi","31.03.2023
31.05.2023",
241.,Roshanara Road,Opposite PS Subzi Mandi,09.07.2023,
242.,San Martin Marg,Near Jesus Mary College,09.07.2023,
243.,"Sant Durbal Nath
Mandir Marg","Phase-I, B Block, Mangolpuri",10.07.2023,
244.,Sant Nagar Marg,"Ekta Garden, Harijan Basti,
Burari",09.07.2023,
245.,"Sant Nagar
MargTowards Burari
Chowk)","Near Shalimar Palace Banquet,
Burari",20.03.2023,
246.,Sardar Patel Marg,CHP-I SPM Service Road,27.05.2023,
247.,Sarojini Nagar Market,Sarojini Nagar Market,09.07.2023,
248.,"Satguru Ram Singh
Marg",Lajwnati Chowk,04.07.2023,
249.,Satya Marg,R/A Rail Museum,09.07.2023,
250.,Satya Marg,Vinai Marg Chambery,09.07.2023,
251.,"Sector 22, Dwarka","Sector 22, Dwarka",09.07.2023,
252.,Shamnat Hedge Marg,Near Kashmere Gate ISBT,09.07.2023,
253.,Shanti Path,"Kautilya Marg to Panchsheel
Marg",09.07.2023,
254.,Shanti Path,Near American Ambassy,09.07.2023,
255.,"Shanti Path-
Panchsheel Marg",Shanti Path-Panchsheel Marg,09.07.2023,
256.,"Shyama Prasad
Mukherjee Marg
(SPM Marg)/ Nishad
Raj Marg",Chhatta Rail Chowk,"08.07.2023
10.07.2023
24.07.2023
26.07.2024
27.07.2024
31.07.2024",
257.,SPM Marg,"Abai Marg between San Martin
Marg to SPM",08.07.2023,
258.,"Subramaniam Bharti
Marg (SBM Marg)",Khan Market,"30.05.2023
08.07.2023
09.07.2023
15.07.2023",
