"Title: Water Logging Locations - 2022 (continued) (Source: Delhi Flood Control Order, 2025 - Page 60)"

41.,"Firni Road, Najafgarh",Firni Road,"02.07.2018
22.07.2018
26.07.2018
28.08.2018
23.09.2018
30.06.2022",

-- Table 2 --
42.,"Girdhari Lal Goswami
Marg",Naraina T-Point,30.06.2022,
43.,GT Road,Underpass Apsara Border,30.06.2022,
44.,GTK Road,Jahangirpuri,30.06.2022,
45.,GTK Road,Mahendra Park,30.06.2022,
46.,GTK Road,Near GTK Depot,"01.07.2017
23.09.2017
03.09.2021
11.09.2021
30.06.2022
11.07.2022
08.10.2022
09.10.2022
28.06.2024
22.07.2024
31.07.2024
23.08.2024
29.08.2024
04.09.2024
10.09.2024
11.09.2024",
47.,GTK Road,Pipal Thala,30.06.2022,
48.,Gulab Singh Marg,--,30.06.2022,
49.,JLN Marg,Near Zakir Hussain College,30.06.2022,
50.,Kanjhawala Road,Y-Block to Pole Star,30.06.2022,
51.,"Kanjhawala Bawana
Road",Kanjhawala Chowk,"13.09.2021
30.06.2022",
52.,Khyala Road,Keshopur Mandi,30.06.2022,
53.,Lala Lajpat Rai Marg,"Infront of Moolchand
Hospital",30.06.2022,
54.,Lawrence Road,--,30.06.2022,
55.,"M.B. Road (Mehrauli-
Badarpur Road)","Asain Market to Khanpur T-
Point (both carriageway)","11.07.2017
20.07.2017
19.07.2021
13.09.2021
30.06.2022",
56.,"M.B. Road (Mehrauli-
Badarpur Road)",BSF Camp to Tigri,30.06.2022,
57.,"M.B. Road (Mehrauli-
Badarpur Road)",ITBP to Mangal Bazar,30.06.2022,
58.,"M.B. Road (Mehrauli-
Badarpur Road)","Kaya Maya Park between
shooting range & Lal Kuan
both carriageway","20.08.2020
30.06.2022",
59.,"M.B. Road (Mehrauli-
Badarpur Road)","Khanpur T-Point to Misthan
Café and Devli Mor to
Khanpur Mandi",30.06.2022,
60.,"M.B. Road (Mehrauli-
Badarpur Road)","Sainik Farms Gate No. 2
near SDM office",30.06.2022,
